facility_name,address,ward_name,lng,lat,exec_start,reception,workday,remark
川島医院,旭区上白根町891西ひかりが丘団地18-5-102,横浜市旭区,139.530365,35.498989,開始済,045-952-2039,毎週木曜日午前9時から11時まで,1週間の接種可能人数分まで受け付けます
医療法人　和田胃腸科外科医院,旭区上白根町849,横浜市旭区,139.534515,35.496136,開始済,045-951-1893,水曜日を除く平日15時から17時まで,接種は月　火　木　金14時半から16時で予定してます
ひかりが丘内科・在宅クリニック,旭区上白根町891西ひかりが丘団地18街区7号棟101号室,横浜市旭区,139.530365,35.498989,開始済,Manabe39@gmail.com,メールのみ　8時から22時,7月下旬まで予約済みです。キャンセル待ちになります。
あさひの丘病院,旭区川井本町128-1,横浜市旭区,139.506943,35.492966,開始済,https://www.seisinkai-service.com/covid19vaccine,ウエブページから24時間,接種は木曜14～15時　受付はウエブページのみ（電話不可）
医療法人　誠心会　神奈川病院,旭区川井本町122番地1,横浜市旭区,139.508942,35.492325,開始済,https://www.seisinkai-service.com/covid19vaccine,ウェブページにて24時間予約可能。代表電話での予約不可,接種は火・金14：00～15：00で実施しています（祝日休み
はせがわこどもクリニック,旭区笹野台1-1-36 1F,横浜市旭区,139.503693,35.468948,開始済,045-360-0755,月～水・金 ：9～12時・15～18時 、土：9～12時半,バリアフリーではありません。接種日は当方指定になります。
御殿山クリニック横浜,旭区下川井町347-1,横浜市旭区,139.511292,35.486103,開始済,045-951-9001,土日祝日を除く平日9時から16時まで,
えひら胃腸科内科,旭区白根3丁目15－７,横浜市旭区,139.550735,35.479111,開始済,045-951-3811,木曜日を除く平日14時から17時まで,接種は月・火・水・金15：00～17：00で実施します
石田クリニック,旭区白根６-１-３,横浜市旭区,139.546722,35.483261,開始済,090-2255-3308,月曜日から金曜日17時から18時まで,7月末日まで予約枠が埋まったのでキャンセル待ちのみ。
医療法人社団高整会　高梨整形外科医院,旭区白根1-17-10,横浜市旭区,139.550934,35.478504,開始済,045-951-2036,月、火、水、金の14時から17時まで。,現在、8月中の予約が終了し予約の受付を中止しています。
横浜カメリアホスピタル,旭区白根町920,横浜市旭区,139.548416,35.49754,開始済,045-958-0205,平日14時から16時,接種は、指定日の10時から12時で実施します。
横浜りゅうクリニック,旭区都岡町20-12,横浜市旭区,139.521912,35.486717,開始済,080-3691-8085,月曜日、火曜日、水曜日、金曜日の10時から16時まで,記載電話および記載曜日、記載時間外は受け付けていません。
琴寄医院,旭区鶴ヶ峰１－１３－２,横浜市旭区,139.548218,35.474548,開始済,045-373-6752,平日午前９時から１２時まで,
イアソクリニック,旭区鶴ヶ峰1-27-3,横浜市旭区,139.548569,35.472973,開始済,045-520-3088,休診日を除く10時から16時　予約期間のみ専用電話で受付,接種日、予約期間はホームページでご確認下さい。
川本胃腸内科外科,旭区鶴ヶ峰2-21-32,横浜市旭区,139.548233,35.475071,開始済,045-371-2268,木、土、日を除く11時半から13時半,
かわくぼクリニック,旭区鶴ヶ峰2-23-2-2B,横浜市旭区,139.548508,35.475655,開始済,045-299-0998,月曜日から木曜日の12時から13時,接種は午前も午後も診療開始時間から開始します。
鶴ヶ峰診療所,旭区鶴ヶ峰本町1-38-7,横浜市旭区,139.54277,35.476639,開始済,月火水金の15時から18時の間に直接来院にて,月火水金の15時から18時の間,電話での問い合わせには応じかねます。
オカダ外科医院,旭区中希望が丘111,横浜市旭区,139.51062,35.457394,開始済,045-391-0456,月水金　9：00～18：00　火木土　9：00～12：00,対面受付はしません。ご予約の為に診療所前には並ばないで下さい
希望ヶ丘しまや内科,旭区中希望が丘１９８－２１,横浜市旭区,139.510864,35.461269,開始済,045-362-1611,診療時間内,
希望ヶ丘駅前クリニック,旭区中希望が丘131ロケッティア2F,横浜市旭区,139.514252,35.45974,開始済,045-367-2233,月曜日～金曜日10時から11時30分まで,接種日時はこちらで指定させていただきます。
西山皮膚科,旭区中希望が丘100-4　センタービル2階,横浜市旭区,139.514862,35.460087,開始済,045-360-7538,月火水金土９時ー１２時　月水金１５時ー１９時　抽選申込受付,抽選申込制。火曜水曜の昼が主ですが徐々に予約枠を広げます。
中希望が丘診療所,旭区中希望が丘94-6,横浜市旭区,139.515488,35.458542,開始済,045-350-5452,月-金9：00-18：00　土9：00-12：00,1回目予約終了。現在キャンセル待ち。次回6/14より予約開始
希望ヶ丘耳鼻咽喉科,旭区中希望ヶ丘102-9,横浜市旭区,139.514999,35.459007,開始済,045-365-4133,木曜日を除く平日9時３０分から12時30分まで,接種は火・金　9:30から14:00で実施しています
たぐち内科クリニック,旭区中希望が丘１３８－１,横浜市旭区,139.512161,35.460564,開始済,045-360-7070,木曜日を除く平日12時から13時まで,接種は平日は１２：００より土曜は１２：３０より
希望が丘いずみクリニック,旭区中希望が丘２３６の19,横浜市旭区,139.506409,35.463551,開始済,045-391-0567,日、祭日を除く9時から12時、14時から17時,接種時間は毎週変わります。
安部医院,旭区中沢2丁目37番2号,横浜市旭区,139.524155,35.4729,開始済,045-364-2281,月火水金土曜　9時から10時まで　休日は受け付けておりません,予約件数に上限があり超えた場合予約時間内でも終了となります
たまがわクリニック,旭区中沢1丁目46-7 二俣川クリニックモール3F,横浜市旭区,139.52919,35.467972,開始済,https://tamagawa-clinic.com/,木曜日を除く平日9時から18時まで、土曜日は16時30分まで,慢性疾患により定期通院されている方を優先します
医療法人肥後クリニック,旭区中沢2-38-5,横浜市旭区,139.523621,35.473743,開始済,045-366-2118,平日15時～16時,７月中の予約が埋まっており、現在はキャンセル待ちのみ受付可。
あさひ台クリニック,旭区中白根3-1-38,横浜市旭区,139.545166,35.493965,開始済,https://paa.jp/clinic/274104/,予約はインターネットでのみです。電話対応はありません,ＨＰに予約方法、手順の詳細を提示いたします。ご確認ください。
梅沢医院,旭区東希望が丘81,横浜市旭区,139.515701,35.463837,開始済,045-363-5000,月、水、金曜9時～11時,予約状況により予約時間etc.変更する場合があります。
医療法人やまぐち呼吸器内科・皮膚科クリニック,旭区東希望が丘105-1ハロースプリングビル１階,横浜市旭区,139.513153,35.461376,開始済,070-1355-2265,月火水金曜日　9時10分～12時30分、15時10分～17時,ワクチン詳細は、ホームページでご案内しています。
梅沢整形外科,旭区東希望が丘77-2,横浜市旭区,139.515045,35.464058,開始済,045-360-0050,木・土午後・日祝日を除く9時~12時　14時30分～17時30分,毎日接種しています。
二俣川いのうえ内科・糖尿病内科クリニック,旭区二俣川２－５７－５二俣川メディカルビル１０２,横浜市旭区,139.532974,35.460583,開始済,https://inoue-dmc.com/,木曜日を除く平日15:30から17:30まで,6/20→7/11　6/27→7/18　各セット150人程度
古荘セントラルクリニック,旭区二俣川 1-45-43 岡崎ビル 2F,横浜市旭区,139.530426,35.465797,開始済,045-366-3231,木曜日を除く平日9:30から10:30まで,接種は月・火・水・金・土9:30～10:30で実施しています
長田耳鼻咽喉科医院,旭区二俣川2-77-5,横浜市旭区,139.532486,35.45961,開始済,045-361-1419,木曜日を除く平日13時30分から15時まで,予約は電話のみ受け付けております。
小関産婦人科医院,旭区二俣川2-62-7,横浜市旭区,139.53212,35.462105,開始済,045-369-1489,毎週木曜日午前9時30分から翌々週分の予約開始,接種は原則木・金・土の13時から、予約は専用電話のみ可。
一色外科胃腸科医院,旭区二俣川２－３２,横浜市旭区,139.534348,35.459553,開始済,http://www.isshiki-clinic.com/,診療日の10時から12時まで,電話での予約は受け付けていません。来院お願いします。
セイントクリニック横浜,旭区二俣川2-57-2浜ビルB1,横浜市旭区,139.532974,35.460583,開始済,0120-801-742,平日14時～16時まで　土日祝日不可,
ささお眼科,旭区二俣川1-43-28-2F,横浜市旭区,139.53183,35.464687,開始済,予約受付は当院外の専用スペースにある用紙をご覧下さい。,診療時間内（土日祝日を除く）電話予約はできません。,予約中断などの情報はHPか当院外の専用スペースをご覧下さい。
医療法人二俣川内科・循環器内科クリニック,旭区二俣川 1-45-89　浅野ビル３階,横浜市旭区,139.530426,35.465797,開始済,https://ssc5.doctorqube.com/futamatagawaclinic/index.html?stamp=141215,予約枠は埋まっていますが新しい枠の確保ができ次第、随時更新します。,
あさひ本宿クリニック,旭区本宿町90番３０号,横浜市旭区,139.539688,35.466221,開始済,070-1276-3360,月曜日、木曜日　１３：００－１４：００　のみ（祝日を除く）,当院ホームページを確認下さい。電話問い合わせはご遠慮願います
井上医院,旭区万騎が原１０４－１１,横浜市旭区,139.531158,35.457684,開始済,045-391-1606,月、火、水、金曜日の１４時半から１７時まで,
飛田医院,旭区南希望が丘82-12,横浜市旭区,139.511124,35.454369,開始済,070-3361-6166,木曜を除く平日10時から13時、15時から18時,
若葉台診療所,旭区若葉台1-3-115,横浜市旭区,139.504395,35.502483,開始済,Webなし　電話お受けできません　診療所玄関の掲示をご覧下さい,午前11時半より12時半まで,接種は月・火14時半-17時　1日24人お受けしております。
